USC00272174,20170520,TOBS,156,,,7,1700
US1NCHN0052,20170515,SNOW,0,,,N,
USC00218907,20170519,SNWD,0,,,7,700
GME00122626,20170513,PRCP,0,,,E,
USC00306062,20170516,SNWD,0,,,7,800
USC00056266,20170517,PRCP,0,,,7,700
PEM00084370,20170523,PRCP,41,,,S,
USS0018F01S,20170509,SNWD,0,,,T,
US1ARMD0002,20170530,SNOW,0,,,N,
CA002402354,20170521,TAVG,-104,,,C,
USW00014765,20170531,WT01,1,,,W,
USC00261590,20170529,PRCP,0,,,7,900
USC00242827,20170529,SNOW,0,,,7,
USR0000ACAM,20170527,TMIN,11,H,,U,
USC00146076,20170510,SNOW,0,,,7,
USC00091500,20170520,TMAX,311,,,7,700
CA005061422,20170518,TMAX,147,,,C,
US1WABT0017,20170509,SNOW,0,,,N,
US1VAAL0003,20170513,SNOW,0,,,N,
USS0006M22S,20170516,TAVG,34,,,T,
NOE00134038,20170501,TMIN,6,,,E,
USC00315175,20170520,TOBS,206,,,7,800
CA006163171,20170518,TAVG,225,,,C,
AGM00060468,20170514,TMIN,110,,,S,
ASN00058147,20170501,PRCP,0,,,a,
USC00317924,20170522,TOBS,200,,,7,800
USC00392647,20170523,TOBS,67,,,7,700
USC00470904,20170507,TMIN,11,,,7,800
USS0015H14S,20170528,TMIN,34,,,T,
RSM00022912,20170528,TAVG,67,H,,S,
RSM00032128,20170515,PRCP,51,B,,S,
USC00477142,20170515,SNOW,0,,,7,
US1FLSR0019,20170516,PRCP,0,,,N,
RSM00022324,20170520,TMAX,70,,,S,
SZ000001940,20170505,PRCP,0,,,E,
USC00254043,20170519,PRCP,236,,,7,700
US1TXKF0016,20170514,PRCP,0,,,N,
USS0007M33S,20170522,TAVG,34,,,T,
SPE00156279,20170510,TMIN,79,,,E,
CA006010740,20170520,WDFG,0,,,C,
USC00408540,20170507,TMAX,139,,,7,730
USW00013737,20170522,AWND,32,,,W,
USW00094990,20170531,TMAX,250,,,W,
USC00086065,20170515,TMIN,178,,,7,1700
USS0033J01S,20170511,TAVG,78,,,T,
USC00422828,20170504,TMIN,67,,,H,1700
USC00265168,20170528,PRCP,0,,,7,1700
FIE00145007,20170522,PRCP,0,,,E,
US1CASA0012,20170505,PRCP,0,,,N,
USC00412361,20170522,WT03,1,,,7,
RSM00027037,20170524,TMAX,165,,,S,
US1SCPC0017,20170528,PRCP,20,,,N,
USC00437612,20170505,SNOW,0,,,7,
USC00234544,20170529,TOBS,144,,,7,700
SWE00138386,20170523,TMIN,31,,,E,
USW00053854,20170523,WDF5,290,,,W,
USC00368873,20170529,TMAX,250,,,7,800
USC00253467,20170502,TMAX,122,,,7,700
USC00202015,20170514,SNWD,0,,,7,
USC00284987,20170512,PRCP,0,,,7,800
US1NVWH0074,20170501,PRCP,0,,,N,
USC00306867,20170517,SNOW,0,,,7,
USW00023042,20170522,SNOW,0,,,W,
USR0000TRAT,20170531,TAVG,242,,,U,
CA008101303,20170531,TAVG,151,,,C,
US1AZPM0112,20170503,PRCP,0,,,N,
USC00218419,20170530,SNOW,0,,,7,
US1MIEM0009,20170513,PRCP,3,,,N,
USC00233102,20170518,SNOW,0,,,7,
US1KSNT0014,20170521,SNWD,0,,,N,
ITM00016360,20170528,TMIN,168,,,S,
USW00003184,20170510,TMAX,256,,,W,
USC00234911,20170502,SNOW,0,,,7,
USW00093026,20170509,AWND,49,,,W,
